providerField,canonicalKey,acquisitionSurface,providerTimestamp,synqReceivedAt,requestStartedAt,requestCompletedAt,sequenceNumber,numericValue,rawValueJson,physicalSampleFingerprint,requestedInterval,requestedAggregation,aggregateBucketIdentity,hfWindowFrom,hfWindowTo,hfActualQueryTo,acquisitionOrdinal
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:03:49.190Z,2026-09-02T19:03:57.120Z,2026-09-02T19:03:56.905Z,2026-09-02T19:03:57.120Z,503,68,68,1286a81c4463689f85562068fd82201a401668cd03be4fbfe06ccb51196ec540,1s,AVG,1286a81c4463689f85562068fd82201a401668cd03be4fbfe06ccb51196ec540,2026-09-02T19:03:49.190Z,2026-09-02T19:03:56.905Z,2026-09-02T19:03:56.905Z,343
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:03:52.190Z,2026-09-02T19:03:57.120Z,2026-09-02T19:03:56.905Z,2026-09-02T19:03:57.120Z,508,63,63,a109490132ba0dabd95ffa5960fbf7186ed90d729486702f4098ceef916a46e3,1s,AVG,a109490132ba0dabd95ffa5960fbf7186ed90d729486702f4098ceef916a46e3,2026-09-02T19:03:49.190Z,2026-09-02T19:03:56.905Z,2026-09-02T19:03:56.905Z,348
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:03:57.000Z,2026-09-02T19:04:02.951Z,2026-09-02T19:04:02.688Z,2026-09-02T19:04:02.951Z,539,60,"{""value"":60,""timestamp"":""2026-09-02T19:03:57Z""}",,,,,,,,359
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:03:56.905Z,2026-09-02T19:04:03.167Z,2026-09-02T19:04:02.952Z,2026-09-02T19:04:03.167Z,543,60,60,096225f88e6a88efbe4d01de38f47d8f6c113f47ea83cd0d1306f930d5640ed6,1s,AVG,096225f88e6a88efbe4d01de38f47d8f6c113f47ea83cd0d1306f930d5640ed6,2026-09-02T19:03:54.905Z,2026-09-02T19:04:02.952Z,2026-09-02T19:04:02.952Z,363
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:04:04.000Z,2026-09-02T19:04:08.756Z,2026-09-02T19:04:08.514Z,2026-09-02T19:04:08.756Z,548,59,"{""value"":59,""timestamp"":""2026-09-02T19:04:04Z""}",,,,,,,,368
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:04:03.952Z,2026-09-02T19:04:09.005Z,2026-09-02T19:04:08.760Z,2026-09-02T19:04:09.005Z,553,59,59,a355232a9e8aa6c6a27743e8a2607d064e8d830bea258fe3eb1c9d1205811222,1s,AVG,a355232a9e8aa6c6a27743e8a2607d064e8d830bea258fe3eb1c9d1205811222,2026-09-02T19:04:00.952Z,2026-09-02T19:04:08.760Z,2026-09-02T19:04:08.760Z,373
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:04:10.000Z,2026-09-02T19:04:14.643Z,2026-09-02T19:04:14.347Z,2026-09-02T19:04:14.643Z,558,43,"{""value"":43,""timestamp"":""2026-09-02T19:04:10Z""}",,,,,,,,378
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:04:07.760Z,2026-09-02T19:04:14.991Z,2026-09-02T19:04:14.644Z,2026-09-02T19:04:14.991Z,563,48,48,3565b969c79a888d2d148de3e1f5f31e9e34893a8b846cb4dbeda19c764127f2,1s,AVG,3565b969c79a888d2d148de3e1f5f31e9e34893a8b846cb4dbeda19c764127f2,2026-09-02T19:04:06.760Z,2026-09-02T19:04:14.644Z,2026-09-02T19:04:14.644Z,383
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:04:09.760Z,2026-09-02T19:04:14.991Z,2026-09-02T19:04:14.644Z,2026-09-02T19:04:14.991Z,568,43,43,a870a1655e0c57c8a13443c238f0cd625f6f2a9e3be658e5a58c183b5ae05d94,1s,AVG,a870a1655e0c57c8a13443c238f0cd625f6f2a9e3be658e5a58c183b5ae05d94,2026-09-02T19:04:06.760Z,2026-09-02T19:04:14.644Z,2026-09-02T19:04:14.644Z,388
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:04:16.000Z,2026-09-02T19:04:20.522Z,2026-09-02T19:04:20.291Z,2026-09-02T19:04:20.522Z,573,24,"{""value"":24,""timestamp"":""2026-09-02T19:04:16Z""}",,,,,,,,393
